"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Reactome Pathways"	"WikiPathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Found in Sample: [S2] F2: Sample, 2, body"	"Found in Sample: [S6] F6: Sample, 6, body"	"Found in Sample: [S10] F10: Sample, 10, body"	"Found in Sample: [S1] F1: Sample, 1, head"	"Found in Sample: [S5] F5: Sample, 5, head"	"Found in Sample: [S9] F9: Sample, 9, head"	"Found in Sample: [S4] F4: Sample, 4, mucus"	"Found in Sample: [S8] F8: Sample, 8, mucus"	"Found in Sample: [S12] F12: Sample, 12, mucus"	"Found in Sample: [S3] F3: Sample, 3, pharynx"	"Found in Sample: [S7] F7: Sample, 7, pharynx"	"Found in Sample: [S11] F11: Sample, 11, pharynx"	"# Protein Groups"	"Modifications"
"1235704756920374243"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2174_c0_g1_i26.p1"	"ONUN2_DN2174_c0_g1~~ONUN2_DN2174_c0_g1_i26.p1  ORF type:complete len:506 (-),score=120.05 ONUN2_DN2174_c0_g1_i26:256-1773(-)"	"0.000"	"10.163"	"7"	"3"	"13"	"3"	"505"	"58.0"	"9.14"	"74"	"3"	""	""	""	""	""	"ONUN2_DN2174_c0_g1_i26.p1"	""	""	""	""	"0"	"1.932"	"0.010"	"0.644"	"0.010"	"0.333"	"100.000"	"0.878444963107553"	""	"1"	""	"0.970282897544843"	""	"4891231.92026364"	"9448417.87237347"	""	"3148410.04145483"	"88.95"	"19.82"	""	"91.54"	"High"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"1"	""
"2207107147063457517"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN14801_c0_g1_i1.p1"	"ONUN2_DN14801_c0_g1~~ONUN2_DN14801_c0_g1_i1.p1  ORF type:5prime_partial len:201 (-),score=39.48 ONUN2_DN14801_c0_g1_i1:104-706(-)"	"0.000"	"10.155"	"18"	"3"	"24"	"2"	"200"	"22.2"	"6.68"	"349"	"3"	""	""	""	""	""	"ONUN2_DN14801_c0_g1_i1.p1"	""	""	""	""	"0"	"0.661"	"1.709"	"0.351"	"2.586"	"0.532"	"0.206"	""	""	""	""	""	""	"10721316.6298472"	"7084941"	"18320229.9992084"	"3765977.09480299"	""	""	"24.42"	""	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-73459527726873801"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2970_c0_g1_i44.p1"	"ONUN2_DN2970_c0_g1~~ONUN2_DN2970_c0_g1_i44.p1  ORF type:complete len:471 (-),score=143.73 ONUN2_DN2970_c0_g1_i44:139-1551(-)"	"0.000"	"10.148"	"8"	"3"	"4"	"3"	"470"	"53.4"	"3.88"	"45"	"3"	""	""	""	""	""	"ONUN2_DN2970_c0_g1_i44.p1"	""	""	""	""	"0"	"0.318"	"0.010"	"0.331"	"0.010"	"1.040"	"100.000"	""	""	""	""	""	""	"9829585.70423765"	"3128661.4918463"	""	"3253526.06803102"	""	""	""	""	"Not Found"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"1"	""
"6207530881068772980"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN395_c0_g1_i6.p1"	"ONUN2_DN395_c0_g1~~ONUN2_DN395_c0_g1_i6.p1  ORF type:5prime_partial len:224 (-),score=32.94 ONUN2_DN395_c0_g1_i6:242-913(-)"	"0.000"	"10.125"	"14"	"3"	"9"	"2"	"223"	"24.6"	"8.31"	"129"	"3"	""	""	""	""	""	"ONUN2_DN395_c0_g1_i6.p1"	""	""	""	""	"0"	"0.010"	"6.896"	"0.010"	"100.000"	""	"0.010"	""	"0.13581396879153"	""	""	""	""	"2606723.73974763"	""	"17976249.7605905"	""	"63.78"	""	"11.68"	""	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"5305342837183958991"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN63432_c0_g1_i1.p1"	"ONUN2_DN63432_c0_g1~~ONUN2_DN63432_c0_g1_i1.p1  ORF type:complete len:320 (-),score=77.24 ONUN2_DN63432_c0_g1_i1:14-973(-)"	"0.000"	"10.121"	"10"	"3"	"7"	"3"	"319"	"34.6"	"8.29"	"65"	"3"	""	""	""	""	""	"ONUN2_DN63432_c0_g1_i1.p1"	""	""	""	""	"0"	"0.708"	"2.690"	"1.677"	"3.801"	"2.369"	"0.623"	""	""	""	""	""	""	"2429625.48882762"	"1719745.16666667"	"6536205.81266126"	"4074381.43540309"	"124.91"	""	""	""	"High"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"-4164057024521044807"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN709_c1_g1_i1.p1"	"ONUN2_DN709_c1_g1~~ONUN2_DN709_c1_g1_i1.p1  ORF type:complete len:356 (-),score=57.64 ONUN2_DN709_c1_g1_i1:478-1545(-)"	"0.000"	"10.110"	"8"	"3"	"22"	"3"	"355"	"40.5"	"6.64"	"287"	"3"	""	""	""	""	""	"ONUN2_DN709_c1_g1_i1.p1"	""	""	""	""	"0"	"4.474"	"1.276"	"2.124"	"0.285"	"0.475"	"1.665"	"0.325543607053184"	"0.999999999988851"	"1"	"0.422809791717194"	"0.882566516072122"	"0.999999999996024"	"5692457.83941807"	"25467610.6803037"	"7262900.23119148"	"12090466.1029437"	"89.55"	"12.58"	"46.56"	"31.25"	"High"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-721481178099372227"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN68020_c0_g1_i1.p1"	"ONUN2_DN68020_c0_g1~~ONUN2_DN68020_c0_g1_i1.p1  ORF type:internal len:111 (-),score=16.82 ONUN2_DN68020_c0_g1_i1:3-332(-)"	"0.000"	"10.110"	"31"	"3"	"7"	"3"	"110"	"12.7"	"8.88"	"154"	"3"	""	""	""	""	""	"ONUN2_DN68020_c0_g1_i1.p1"	""	""	""	""	"0"	"0.081"	"0.161"	"0.223"	"1.996"	"2.762"	"1.384"	""	""	""	""	"0.999999999946628"	""	"24312650.0426419"	"1960008.83268556"	"3911721.43839761"	"5412902.42578033"	""	"93.13"	""	"132.21"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"1"	""
"1240188625811756733"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN7939_c0_g1_i1.p1"	"ONUN2_DN7939_c0_g1~~ONUN2_DN7939_c0_g1_i1.p1  ORF type:complete len:368 (-),score=35.80 ONUN2_DN7939_c0_g1_i1:146-1249(-)"	"0.000"	"10.110"	"8"	"3"	"9"	"3"	"367"	"41.1"	"8.38"	"96"	"3"	""	""	""	""	""	"ONUN2_DN7939_c0_g1_i1.p1"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"1"	""
"-8511103357509325456"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1251_c0_g2_i1.p1"	"ONUN2_DN1251_c0_g2~~ONUN2_DN1251_c0_g2_i1.p1  ORF type:internal len:120 (-),score=18.54 ONUN2_DN1251_c0_g2_i1:1-357(-)"	"0.000"	"10.104"	"30"	"3"	"25"	"1"	"119"	"13.7"	"9.41"	"301"	"3"	""	""	""	""	""	"ONUN2_DN1251_c0_g2_i1.p1"	""	""	""	""	"0"	"100.000"	""	""	"0.010"	"0.010"	""	""	""	""	""	""	""	""	"5687246.25356248"	""	""	""	"45.17"	""	""	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-7997964474740052343"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1001_c8_g1_i4.p1"	"ONUN2_DN1001_c8_g1~~ONUN2_DN1001_c8_g1_i4.p1  ORF type:5prime_partial len:118 (-),score=18.44 ONUN2_DN1001_c8_g1_i4:126-479(-)"	"0.000"	"10.103"	"28"	"3"	"28"	"1"	"117"	"12.6"	"7.96"	"352"	"3"	""	""	""	""	""	"ONUN2_DN1001_c8_g1_i4.p1"	""	""	""	""	"0"	"0.010"	"4.995"	"0.010"	"100.000"	""	"0.010"	""	"0.819781707598994"	""	""	""	""	"9114295.87363853"	""	"45522130.9009374"	""	"29.04"	""	"88.83"	""	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-5888834403905251193"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN22590_c0_g1_i1.p1"	"ONUN2_DN22590_c0_g1~~ONUN2_DN22590_c0_g1_i1.p1  ORF type:complete len:154 (-),score=12.49 ONUN2_DN22590_c0_g1_i1:311-772(-)"	"0.000"	"10.098"	"24"	"3"	"39"	"3"	"153"	"18.2"	"9.03"	"218"	"3"	""	""	""	""	""	"ONUN2_DN22590_c0_g1_i1.p1"	""	""	""	""	"0"	"0.731"	"0.388"	"0.399"	"0.531"	"0.545"	"1.027"	"0.999999999998446"	"0.999999999988851"	"1"	"0.999999999928841"	"0.999999999946628"	"0.999999999996024"	"32699739.7091568"	"23905309.7410511"	"12697717.5451728"	"13035159.4042685"	"32.38"	"27.62"	"118.81"	"10.44"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"1"	""
"436170369035491056"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN6825_c0_g2_i1.p1"	"ONUN2_DN6825_c0_g2~~ONUN2_DN6825_c0_g2_i1.p1  ORF type:5prime_partial len:213 (+),score=31.12 ONUN2_DN6825_c0_g2_i1:1-639(+)"	"0.000"	"10.085"	"18"	"3"	"18"	"1"	"212"	"24.3"	"9.14"	"136"	"3"	""	""	""	""	""	"ONUN2_DN6825_c0_g2_i1.p1"	""	""	""	""	"0"	"0.485"	"0.567"	"0.888"	"1.169"	"1.831"	"1.567"	""	""	"1"	""	""	""	"50857665.79999"	"24673303.4356113"	"28841934.0729586"	"45183013.5229133"	"41.44"	""	""	"53.52"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"-1704108041176466464"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2245_c0_g1_i10.p1"	"ONUN2_DN2245_c0_g1~~ONUN2_DN2245_c0_g1_i10.p1  ORF type:internal len:102 (-),score=23.50 ONUN2_DN2245_c0_g1_i10:3-305(-)"	"0.000"	"10.081"	"35"	"3"	"10"	"1"	"101"	"11.4"	"5.58"	"110"	"3"	""	""	""	""	""	"ONUN2_DN2245_c0_g1_i10.p1"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"1"	""
"2761635047979910716"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1712_c0_g1_i1.p1"	"ONUN2_DN1712_c0_g1~~ONUN2_DN1712_c0_g1_i1.p1  ORF type:complete len:155 (-),score=20.18 ONUN2_DN1712_c0_g1_i1:2169-2633(-)"	"0.000"	"10.065"	"18"	"2"	"23"	"2"	"154"	"17.7"	"4.54"	"157"	"2"	""	""	""	""	""	"ONUN2_DN1712_c0_g1_i1.p1"	""	""	""	""	"0"	"0.958"	"0.176"	"2.981"	"0.183"	"3.111"	"16.969"	"0.999999999998446"	"0.167461413040909"	"1"	"0.160168515592978"	"0.706395056451631"	"0.0318303190247282"	"53127791.1965327"	"50897028.9976196"	"9332037.54515656"	"158350764.823885"	"59.51"	"27.79"	"36.89"	"80.82"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"-7818091131950971909"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2507_c0_g1_i1.p1"	"ONUN2_DN2507_c0_g1~~ONUN2_DN2507_c0_g1_i1.p1  ORF type:complete len:850 (-),score=136.05 ONUN2_DN2507_c0_g1_i1:638-3187(-)"	"0.000"	"10.056"	"4"	"3"	"3"	"3"	"849"	"94.3"	"8.18"	"62"	"3"	""	""	""	""	""	"ONUN2_DN2507_c0_g1_i1.p1"	""	""	""	""	"0"	"2.684"	"0.692"	"0.892"	"0.258"	"0.332"	"1.290"	"0.404537886874954"	""	""	""	""	""	"2472752.30331778"	"6635836.25"	"1710250.58299873"	"2205599.73529357"	"28.36"	"28.72"	""	""	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"1"	""
"8143167641495272451"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5983_c0_g3_i1.p1"	"ONUN2_DN5983_c0_g3~~ONUN2_DN5983_c0_g3_i1.p1  ORF type:3prime_partial len:159 (+),score=31.67 ONUN2_DN5983_c0_g3_i1:97-570(+)"	"0.000"	"10.054"	"18"	"3"	"41"	"1"	"158"	"18.8"	"4.81"	"938"	"3"	""	""	""	""	""	"ONUN2_DN5983_c0_g3_i1.p1"	""	""	""	""	"0"	"0.444"	"0.160"	"0.521"	"0.361"	"1.173"	"3.250"	""	""	""	""	""	""	"157822931.665488"	"70045120"	"25276838.57736"	"82153856.8664594"	""	""	"84.18"	""	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"1"	""
"-7285126899752649711"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN165_c0_g1_i1.p1"	"ONUN2_DN165_c0_g1~~ONUN2_DN165_c0_g1_i1.p1  ORF type:complete len:170 (-),score=27.77 ONUN2_DN165_c0_g1_i1:685-1194(-)"	"0.000"	"10.054"	"17"	"3"	"24"	"3"	"169"	"19.3"	"5.03"	"469"	"3"	""	""	""	""	""	"ONUN2_DN165_c0_g1_i1.p1"	""	""	""	""	"0"	"1.384"	"0.685"	"0.907"	"0.495"	"0.655"	"1.325"	"0.999999999998446"	"0.999999999988851"	"1"	"0.842976927602775"	"0.999999999946628"	"0.999999999996024"	"46874722.6938121"	"64865770.185968"	"32091791.0377907"	"42508407.2341431"	"55.39"	"18.23"	"68.79"	"70.36"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"5808296690487968396"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2844_c0_g2_i1.p2"	"ONUN2_DN2844_c0_g2~~ONUN2_DN2844_c0_g2_i1.p2  ORF type:complete len:208 (-),score=65.66 ONUN2_DN2844_c0_g2_i1:60-683(-)"	"0.000"	"10.045"	"16"	"3"	"5"	"3"	"207"	"24.5"	"7.53"	"71"	"3"	""	""	""	""	""	"ONUN2_DN2844_c0_g2_i1.p2"	""	""	""	""	"0"	"100.000"	"100.000"	""	"0.502"	"0.010"	"0.010"	""	""	""	"0.945049079400718"	""	""	""	"10313932.3610219"	"5180196.1253673"	""	""	"81.05"	"101.05"	""	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-8191101314320678952"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN6358_c0_g1_i3.p1"	"ONUN2_DN6358_c0_g1~~ONUN2_DN6358_c0_g1_i3.p1  ORF type:complete len:255 (-),score=40.15 ONUN2_DN6358_c0_g1_i3:306-1070(-)"	"0.000"	"10.043"	"12"	"3"	"10"	"3"	"254"	"29.7"	"8.82"	"130"	"3"	""	""	""	""	""	"ONUN2_DN6358_c0_g1_i3.p1"	""	""	""	""	"0"	"100.000"	"100.000"	"100.000"	"1.250"	"0.708"	"0.566"	""	""	""	"0.999999999928841"	""	""	""	"8297594.68501182"	"10375370.6460003"	"5871174.70467489"	""	"31.78"	"113.44"	""	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"-6979271609253852110"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN52_c0_g1_i5.p1"	"ONUN2_DN52_c0_g1~~ONUN2_DN52_c0_g1_i5.p1  ORF type:internal len:176 (-),score=29.88 ONUN2_DN52_c0_g1_i5:2-526(-)"	"0.000"	"10.033"	"19"	"3"	"4"	"3"	"175"	"19.8"	"9.00"	"52"	"3"	""	""	""	""	""	"ONUN2_DN52_c0_g1_i5.p1"	""	""	""	""	"0"	"2.875"	"1.606"	"1.854"	"0.559"	"0.645"	"1.155"	"0.49293186086976"	"0.999999999988851"	"1"	"0.768822009368138"	"0.98475446421511"	"0.999999999996024"	"1592599.55706768"	"4578329.55438636"	"2557381.16279086"	"2952931.85494494"	"21.86"	"112.48"	"80.50"	"14.18"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"4882019179880184195"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN11128_c0_g1_i7.p1"	"ONUN2_DN11128_c0_g1~~ONUN2_DN11128_c0_g1_i7.p1  ORF type:complete len:910 (-),score=93.43 ONUN2_DN11128_c0_g1_i7:57-2786(-)"	"0.000"	"10.033"	"4"	"4"	"5"	"4"	"909"	"105.7"	"7.81"	"48"	"4"	""	""	""	""	""	"ONUN2_DN11128_c0_g1_i7.p1"	""	""	""	""	"0"	"100.000"	"100.000"	""	"4.412"	"0.010"	"0.010"	""	""	""	""	""	""	""	"2805338.95586747"	"12377063.6071612"	""	""	""	"95.59"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-1026347505607809605"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN29709_c0_g1_i1.p1"	"ONUN2_DN29709_c0_g1~~ONUN2_DN29709_c0_g1_i1.p1  ORF type:complete len:303 (-),score=53.80 ONUN2_DN29709_c0_g1_i1:63-971(-)"	"0.000"	"10.026"	"13"	"4"	"6"	"4"	"302"	"35.4"	"5.85"	"103"	"4"	""	""	""	""	""	"ONUN2_DN29709_c0_g1_i1.p1"	""	""	""	""	"0"	"13.272"	"8.347"	"0.010"	"0.629"	"0.010"	"0.010"	"0.292991057483434"	""	""	""	""	""	"687553.636003981"	"9125526.40518418"	"5739043.91147155"	""	"27.86"	"98.95"	""	""	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"3589272749585375020"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN997_c0_g2_i1.p1"	"ONUN2_DN997_c0_g2~~ONUN2_DN997_c0_g2_i1.p1  ORF type:complete len:527 (-),score=125.73 ONUN2_DN997_c0_g2_i1:199-1734(-)"	"0.000"	"10.012"	"6"	"3"	"6"	"3"	"511"	"62.1"	"8.37"	"35"	"3"	""	""	""	""	""	"ONUN2_DN997_c0_g2_i1.p1"	""	""	""	""	"0"	"100.000"	"100.000"	""	"1.618"	"0.010"	"0.010"	""	""	""	""	""	""	""	"2049547.875"	"3316961.37124862"	""	""	""	"91.37"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"1817479951291600522"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3801_c0_g1_i2.p1"	"ONUN2_DN3801_c0_g1~~ONUN2_DN3801_c0_g1_i2.p1  ORF type:complete len:161 (-),score=19.52 ONUN2_DN3801_c0_g1_i2:51-533(-)"	"0.000"	"9.999"	"26"	"3"	"11"	"3"	"160"	"18.5"	"9.10"	"96"	"3"	""	""	""	""	""	"ONUN2_DN3801_c0_g1_i2.p1"	""	""	""	""	"0"	"0.955"	"0.010"	"0.238"	"0.010"	"0.249"	"100.000"	""	""	""	""	"0.250614674784552"	""	"7137373.0236506"	"6818654.76960101"	""	"1698930.27805908"	""	"24.48"	""	"21.20"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"1"	""
"-4982202249029076714"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN7821_c0_g1_i2.p1"	"ONUN2_DN7821_c0_g1~~ONUN2_DN7821_c0_g1_i2.p1  ORF type:internal len:167 (-),score=25.89 ONUN2_DN7821_c0_g1_i2:2-499(-)"	"0.000"	"9.988"	"22"	"3"	"5"	"3"	"166"	"19.6"	"8.60"	"55"	"3"	""	""	""	""	""	"ONUN2_DN7821_c0_g1_i2.p1"	""	""	""	""	"0"	"4.801"	"0.595"	"0.010"	"0.124"	"0.010"	"0.010"	""	""	""	""	""	""	"1741341.42215269"	"8360118.12660449"	"1035825.32129886"	""	""	"86.10"	""	""	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-352196423054509394"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN13402_c0_g1_i1.p1"	"ONUN2_DN13402_c0_g1~~ONUN2_DN13402_c0_g1_i1.p1  ORF type:complete len:999 (-),score=147.96 ONUN2_DN13402_c0_g1_i1:69-3065(-)"	"0.000"	"9.984"	"5"	"4"	"7"	"4"	"998"	"115.9"	"5.12"	"32"	"4"	""	""	""	""	""	"ONUN2_DN13402_c0_g1_i1.p1"	""	""	""	""	"0"	"100.000"	"100.000"	"100.000"	"0.177"	"0.184"	"1.037"	""	""	""	""	""	""	""	"5394531.40680574"	"956081.27432866"	"991561.691012713"	""	"42.47"	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"6219867745649403141"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5800_c0_g2_i1.p1"	"ONUN2_DN5800_c0_g2~~ONUN2_DN5800_c0_g2_i1.p1  ORF type:internal len:102 (+),score=16.24 ONUN2_DN5800_c0_g2_i1:2-304(+)"	"0.000"	"9.981"	"31"	"3"	"35"	"1"	"101"	"11.2"	"8.41"	"197"	"3"	""	""	""	""	""	"ONUN2_DN5800_c0_g2_i1.p1"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"1"	""
"-8141472768496749032"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN4815_c0_g3_i2.p1"	"ONUN2_DN4815_c0_g3~~ONUN2_DN4815_c0_g3_i2.p1  ORF type:5prime_partial len:523 (-),score=95.41 ONUN2_DN4815_c0_g3_i2:1257-2825(-)"	"0.000"	"9.970"	"6"	"3"	"12"	"2"	"522"	"56.8"	"7.20"	"40"	"3"	""	""	""	""	""	"ONUN2_DN4815_c0_g3_i2.p1"	""	""	""	""	"0"	"1.148"	"0.010"	"1.081"	"0.010"	"0.942"	"100.000"	"0.999999999998446"	""	"1"	""	"0.999999999946628"	""	"6800613.76810547"	"7806359.97491988"	""	"7353809.28371795"	"12.16"	"62.68"	""	"49.88"	"High"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"7218619728974302047"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1137_c0_g1_i4.p1"	"ONUN2_DN1137_c0_g1~~ONUN2_DN1137_c0_g1_i4.p1  ORF type:5prime_partial len:503 (-),score=137.68 ONUN2_DN1137_c0_g1_i4:1013-2521(-)"	"0.000"	"9.969"	"9"	"4"	"9"	"4"	"502"	"57.6"	"5.44"	"21"	"4"	""	""	""	""	""	"ONUN2_DN1137_c0_g1_i4.p1"	""	""	""	""	"0"	"0.384"	"0.388"	"0.534"	"1.011"	"1.392"	"1.377"	"0.908206238676376"	"0.689238988321698"	"1"	"0.999999999928841"	"0.999999999946628"	"0.999999999996024"	"8671339.15805553"	"3329359.91184326"	"3365864.44887753"	"4634143.14751741"	"21.77"	"49.50"	"71.68"	"33.54"	"High"	"Not Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"-2928827116431938253"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN104_c245_g1_i1.p1"	"ONUN2_DN104_c245_g1~~ONUN2_DN104_c245_g1_i1.p1  ORF type:3prime_partial len:143 (-),score=34.50 ONUN2_DN104_c245_g1_i1:3-428(-)"	"0.000"	"9.958"	"18"	"2"	"12"	"2"	"142"	"15.9"	"5.01"	"152"	"2"	""	""	""	""	""	"ONUN2_DN104_c245_g1_i1.p1"	""	""	""	""	"0"	"100.000"	"100.000"	""	"1.933"	"0.010"	"0.010"	""	""	""	"0.4778022923035"	""	""	""	"14224630.0825991"	"27492993.3796749"	""	""	"28.04"	"36.70"	""	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
